scientificName,vernacularName,taxonId,redListCategory,assessmentYear,speciesGroup,assessmentArea
Saxicavella jeffreysi,,108408,LC,2021,Bløtdyr,Norge
Saxicola rubetra,buskskvett,4536,LC,2021,Fugler,Norge
Saxicola rubicola,svartstrupe,157405,EN°,2021,Fugler,Norge
Saxifraga ×arendsii,hagesildre,103648,NA,2021,Karplanter,Norge
Saxifraga ×blyttii,blyttsildre,103649,NA,2021,Karplanter,Norge
Saxifraga ×geum,pyreneersildre,103654,NA,2021,Karplanter,Norge
Saxifraga ×opdalensis,oppdalssildre,103663,EN,2021,Karplanter,Norge
Saxifraga ×schraderi,prydsildre,103675,NA,2021,Karplanter,Norge
Saxifraga ×svalbardensis,svalbardsildre,103676,NT,2021,Karplanter,Svalbard
Saxifraga ×urbium,bysildre,103679,NA,2021,Karplanter,Norge
Saxifraga adscendens,skåresildre,103646,LC,2021,Karplanter,Norge
Saxifraga aizoides,gulsildre,103647,LC,2021,Karplanter,Norge
Saxifraga aizoides,gulsildre,103647,LC,2021,Karplanter,Svalbard
Saxifraga cernua,knoppsildre,103650,NT,2021,Karplanter,Norge
Saxifraga cernua,knoppsildre,103650,LC,2021,Karplanter,Svalbard
Saxifraga cespitosa,tuesildre,103651,LC,2021,Karplanter,Norge
Saxifraga cespitosa,tuesildre,103651,LC,2021,Karplanter,Svalbard
Saxifraga cotyledon,bergfrue,103652,LC,2021,Karplanter,Norge
Saxifraga cuneifolia,kilesildre,103653,NA,2021,Karplanter,Norge
Saxifraga exarata,,143558,NA,2021,Karplanter,Norge
Saxifraga exarata subsp. moschata,moskussildre,143609,NA,2021,Karplanter,Norge
Saxifraga granulata,nyresildre,103655,NT,2021,Karplanter,Norge
Saxifraga hirculus,myrsildre,103656,EN,2021,Karplanter,Norge
Saxifraga hirculus,myrsildre,103656,LC,2021,Karplanter,Svalbard
Saxifraga hirculus subsp. compacta,polarmyrsildre,103657,LC,2021,Karplanter,Svalbard
Saxifraga hirculus subsp. compacta,polarmyrsildre,103657,RE,2021,Karplanter,Norge
Saxifraga hirculus subsp. hirculus,stor myrsildre,103658,EN,2021,Karplanter,Norge
Saxifraga hostii,hagebergfrue,103659,NA,2021,Karplanter,Norge
Saxifraga hyperborea,polarsildre,103660,LC,2021,Karplanter,Svalbard
Saxifraga hypnoides,mosesildre,103661,EN,2021,Karplanter,Norge
Saxifraga oppositifolia,rødsildre,103664,NT,2021,Karplanter,Norge
Saxifraga oppositifolia,rødsildre,103664,LC,2021,Karplanter,Svalbard
Saxifraga osloënsis,oslosildre,103667,NT,2021,Karplanter,Norge
Saxifraga paniculata,bergjunker,103668,VU,2021,Karplanter,Norge
Saxifraga paniculata subsp. laestadii,nordlig bergjunker,103669,VU,2021,Karplanter,Norge
Saxifraga paniculata subsp. paniculata,sørlig bergjunker,103670,VU,2021,Karplanter,Norge
Saxifraga platysepala,trådsildre,103671,LC,2021,Karplanter,Svalbard
Saxifraga rivularis,bekkesildre,103672,NT,2021,Karplanter,Norge
Saxifraga rivularis,bekkesildre,103672,LC,2021,Karplanter,Svalbard
Saxifraga rosacea,teppesildre,103673,NA,2021,Karplanter,Norge
Saxifraga rosacea subsp. sponhemica,,166259,NE,2021,Karplanter,Norge
Saxifraga rotundifolia,rundsildre,103674,NA,2021,Karplanter,Norge
Saxifraga tridactylites,trefingersildre,103677,EN,2021,Karplanter,Norge
Saxifraga umbrosa,skyggesildre,103678,NA,2021,Karplanter,Norge
Scabiosa columbaria,bakkeknapp,101738,EN,2021,Karplanter,Norge
Scaeva pyrastri,hvit glassvingeblomsterflue,23107,LC,2021,Tovinger,Norge
Scaeva selenitica,gul glassvingeblomsterflue,23108,LC,2021,Tovinger,Norge
Scagelia pylaisaei,stor havdun,106571,LC,2021,Alger,Norge
Scagelothamnion pusillum,,106573,NE,2021,Alger,Norge
Scalibregma hanseni,,137860,LC,2021,Leddormer,Norge
Scalibregma inflatum,,137845,LC,2021,Leddormer,Norge
Scalpellum scalpellum,skjellhals,48260,LC,2021,Krepsdyr,Norge
Scandichrestus tenuis,subalpinedderkopp,2916,LC,2021,Edderkoppdyr,Norge
Scandix pecten-veneris,venuskam,100362,NA,2021,Karplanter,Norge
Scandosorbus intermedia,svensk asal,211757,NA,2021,Karplanter,Norge
Scapania aequiloba,akstvebladmose,105389,LC,2021,Moser,Norge
Scapania apiculata,fakkeltvebladmose,105390,VU,2021,Moser,Norge
Scapania aspera,vortetvebladmose,105391,LC,2021,Moser,Norge
Scapania brevicaulis,enkorntvebladmose,105392,EN,2021,Moser,Norge
Scapania calcicola,kalktvebladmose,105393,LC,2021,Moser,Norge
Scapania carinthiaca,råtetvebladmose,105394,EN,2021,Moser,Norge
Scapania compacta,meietvebladmose,105395,LC,2021,Moser,Norge
Scapania crassiretis,knutetvebladmose,105396,VU,2021,Moser,Norge
Scapania curta,aurtvebladmose,105397,LC,2021,Moser,Norge
Scapania cuspiduligera,spriketvebladmose,105398,LC,2021,Moser,Norge
Scapania glaucocephala,flomtvebladmose,105399,EN,2021,Moser,Norge
Scapania gracilis,kysttvebladmose,105400,LC,2021,Moser,Norge
Scapania gymnostomophila,skortetvebladmose,105401,LC,2021,Moser,Norge
Scapania hyperborea,bruntvebladmose,105402,LC,2021,Moser,Norge
Scapania irrigua,sumptvebladmose,105403,LC,2021,Moser,Norge
Scapania kaurinii,hettetvebladmose,105406,EN,2021,Moser,Norge
Scapania lingulata,tungetvebladmose,105407,LC,2021,Moser,Norge
Scapania mucronata,broddtvebladmose,105408,LC,2021,Moser,Norge
Scapania nemorea,fjordtvebladmose,105409,LC,2021,Moser,Norge
Scapania nimbosa,torntvebladmose,105410,EN,2021,Moser,Norge
Scapania obcordata,småtvebladmose,105411,LC,2021,Moser,Norge
Scapania obscura,sottvebladmose,105412,VU,2021,Moser,Norge
Scapania ornithopodioides,prakttvebladmose,105413,LC,2021,Moser,Norge
Scapania paludicola,bogetvebladmose,105414,LC,2021,Moser,Norge
Scapania paludosa,myrtvebladmose,105415,LC,2021,Moser,Norge
Scapania parvifolia,,190633,NE,2021,Moser,Norge
Scapania praetervisa,plundretvebladmose,105416,LC,2021,Moser,Norge
Scapania scandica,butt-tvebladmose,105417,LC,2021,Moser,Norge
Scapania spitsbergensis,piggtvebladmose,105418,EN,2021,Moser,Norge
Scapania subalpina,tvillingtvebladmose,105419,LC,2021,Moser,Norge
Scapania tundrae,tundratvebladmose,105420,CR,2021,Moser,Norge
Scapania uliginosa,kildetvebladmose,105421,LC,2021,Moser,Norge
Scapania umbrosa,sagtvebladmose,105422,LC,2021,Moser,Norge
Scapania undulata,bekketvebladmose,105423,LC,2021,Moser,Norge
Scaphander lignarius,,109440,LC,2021,Bløtdyr,Norge
Scaphander punctostriatus,,109441,LC,2021,Bløtdyr,Norge
Scaphaphorura arenaria,,15335,VU,2010,Spretthaler,Norge
Scaphidema metallicum,,9812,LC,2021,Biller,Norge
Scaphidium quadrimaculatum,,12725,LC,2021,Biller,Norge
Scaphisoma agaricinum,,12728,LC,2021,Biller,Norge
Scaphisoma assimile,,12729,LC,2021,Biller,Norge
Scaphisoma balcanicum,,12730,VU,2021,Biller,Norge
Scaphisoma boleti,,12731,LC,2021,Biller,Norge
Scaphisoma boreale,,12732,LC,2021,Biller,Norge
Scaphisoma inopinatum,,12733,LC,2021,Biller,Norge
Scaphisoma subalpinum,,12734,LC,2021,Biller,Norge
Scapholeberis microcephala,mikrovannhinnedafnie,123941,DD,2021,Krepsdyr,Norge
Scapholeberis mucronata,vannhinnedafnie,123942,LC,2021,Krepsdyr,Norge
Scaptomyza (Hemiscaptomyza) trochanterata,,25290,LC,2021,Tovinger,Norge
Scaptomyza (Hemiscaptomyza) unipunctum,,25291,LC,2021,Tovinger,Norge
Scaptomyza (Scaptomyza) flava,rapsflue,25296,LC,2021,Tovinger,Norge
Scaptomyza (Scaptomyza) graminum,,25297,LC,2021,Tovinger,Norge
Scaptomyza (Scaptomyza) griseola,,25298,LC,2021,Tovinger,Norge
Scaptomyza (Scaptomyza) teinoptera,,25300,LC,2021,Tovinger,Norge
Scardia boletella,knuskkjukemøll,44732,VU,2021,Sommerfugler,Norge
Scardinius erythrophthalmus,sørv,42633,LC,2021,Fisker,Norge
Scarodytes halensis,,6032,LC,2021,Biller,Norge
Scatella (Neoscatella) crassicosta,,25509,NE,2021,Tovinger,Norge
Scatella (Scatella) obsoleta,,25515,NE,2021,Tovinger,Norge
Scatella (Scatella) paludum,,25516,NE,2021,Tovinger,Norge
Scatella (Scatella) stagnalis,,25517,NE,2021,Tovinger,Norge
Scatella (Scatella) tenuicosta,,25518,NE,2021,Tovinger,Norge
Scathophaga apicalis,,25697,LC,2021,Tovinger,Norge
Scathophaga calida,,25698,LC,2021,Tovinger,Norge
Scathophaga furcata,,25699,LC,2021,Tovinger,Norge
Scathophaga incola,,25700,LC,2021,Tovinger,Norge
Scathophaga inquinata,,25701,LC,2021,Tovinger,Norge
Scathophaga litorea,,25703,LC,2021,Tovinger,Norge
Scathophaga lutaria,,25704,LC,2021,Tovinger,Norge
Scathophaga obscurinervis,,25705,LC,2021,Tovinger,Norge
Scathophaga pictipennis,,25707,LC,2021,Tovinger,Norge
Scathophaga scybalaria,,25708,DD,2021,Tovinger,Norge
Scathophaga stercoraria,gjødselflue,25709,LC,2021,Tovinger,Norge
Scathophaga suilla,,25710,LC,2021,Tovinger,Norge
Scatophila caviceps,,25520,NE,2021,Tovinger,Norge
Scatophila despecta,,25523,NE,2021,Tovinger,Norge
Scatophila noctula,,25526,NE,2021,Tovinger,Norge
Scatopsciara (Scatopsciara) atomaria,,18374,NE,2021,Tovinger,Norge
Scatopsciara (Scatopsciara) brevicornis,,18375,NE,2021,Tovinger,Norge
Scatopsciara (Scatopsciara) fluviatilis,,18379,NE,2021,Tovinger,Norge
Scatopsciara (Scatopsciara) nana,,18383,NE,2021,Tovinger,Norge
Scatopsciara (Scatopsciara) pusilla,,18385,NE,2021,Tovinger,Norge
Scatopsciara (Scatopsciara) vitripennis,,18388,NE,2021,Tovinger,Norge
Scatopse lapponica,,18083,NE,2021,Tovinger,Norge
Scatopse notata,,18084,NE,2021,Tovinger,Norge
Scelio inermis,,116316,LC,2021,Vepser,Norge
Scelio rugosulus,,116317,LC,2021,Vepser,Norge
Scelio vulgaris,,116318,LC,2021,Vepser,Norge
Scellus spinimanus,,22180,LC,2021,Tovinger,Norge
Scenopinus fenestralis,,21265,LC,2021,Tovinger,Norge
Scenopinus niger,,21266,LC,2021,Tovinger,Norge
Sceptonia concolor,,19121,LC,2021,Tovinger,Norge
Sceptonia costata,,19122,LC,2021,Tovinger,Norge
Sceptonia demeijerei,,19124,LC,2021,Tovinger,Norge
Sceptonia flavipuncta,,19125,LC,2021,Tovinger,Norge
Sceptonia fumipes,,19126,LC,2021,Tovinger,Norge
Sceptonia fuscipalpis,,19127,LC,2021,Tovinger,Norge
Sceptonia hamata,,19128,NE,2021,Tovinger,Norge
Sceptonia longisetosa,,19129,LC,2021,Tovinger,Norge
Sceptonia membranacea,,19130,LC,2021,Tovinger,Norge
Sceptonia nigra,,19131,LC,2021,Tovinger,Norge
Sceptonia pilosa,,19132,NA,2021,Tovinger,Norge
Sceptonia pughi,,19133,LC,2021,Tovinger,Norge
Sceptonia regni,,19134,LC,2021,Tovinger,Norge
Sceptonia tenuis,,19135,NA,2021,Tovinger,Norge
Sceptonia thaya,,19136,LC,2021,Tovinger,Norge
Schadonia fecunda,,75094,NE,2021,Laver,Norge
Schadonia fecunda,,75094,NE,2021,Laver,Svalbard
Schaefferia willemi,,15102,LC,2010,Spretthaler,Norge
Schaereria cinereorufa,,65404,LC,2021,Laver,Norge
Schaereria corticola,,65405,LC,2021,Laver,Norge
Schaereria fabispora,,65408,NE,2021,Laver,Norge
Schaereria fuscocinerea,,65409,LC,2021,Laver,Norge
Schaereria fuscocinerea,,65409,NE,2021,Laver,Svalbard
Schaereria parasemella,,65412,NE,2021,Laver,Norge
Schaereria parasemella,,65412,NE,2021,Laver,Svalbard
Schedonorus elatior,strandsvingel,211758,LC,2021,Karplanter,Norge
Schedonorus giganteus,kjempesvingel,100192,LC,2021,Karplanter,Norge
Schedonorus pratensis,engsvingel,100193,LC,2021,Karplanter,Norge
Schedophilus medusophagus,engelsk svartfisk,43210,NA,2021,Fisker,Norge
Schendyla nemorensis,lundjordkryper,48488,LC,2021,Mangefotinger,Norge
Scheuchzeria palustris,sivblom,99382,LC,2021,Karplanter,Norge
Schismatomma pericleum,rosa tusselav,66154,VU,2021,Laver,Norge
Schismatomma umbrinum,brun tusselav,66160,LC,2021,Laver,Norge
Schistidium abrupticostatum,sprikeblomstermose,214050,VU,2021,Moser,Norge
Schistidium agassizii,tungeblomstermose,104390,LC,2021,Moser,Norge
Schistidium apocarpum,storblomstermose,104391,LC,2021,Moser,Norge
Schistidium atrofuscum,buttblomstermose,104392,EN,2021,Moser,Norge
Schistidium boreale,sotblomstermose,104393,LC,2021,Moser,Norge
Schistidium brunnescens,,199809,EN,2021,Moser,Norge
Schistidium brunnescens subsp. griseum,,199810,EN,2021,Moser,Norge
Schistidium bryhnii,hårblomstermose,104394,VU,2021,Moser,Norge
Schistidium confertum,dvergblomstermose,104395,LC,2021,Moser,Norge
Schistidium confusum,gjøglerblomstermose,104396,LC,2021,Moser,Norge
Schistidium crassipilum,murblomstermose,104397,LC,2021,Moser,Norge
Schistidium crenatum,tannblomstermose,104398,LC,2021,Moser,Norge
Schistidium dupretii,småblomstermose,104399,LC,2021,Moser,Norge
Schistidium elegantulum,fagerblomstermose,104400,LC,2021,Moser,Norge
Schistidium flaccidum,ufsblomstermose,104401,LC,2021,Moser,Norge
Schistidium flexipile,knoppblomstermose,104402,LC,2021,Moser,Norge
Schistidium frigidum,reipblomstermose,104403,LC,2021,Moser,Norge
Schistidium frisvollianum,vorteblomstermose,104404,NT,2021,Moser,Norge
Schistidium grandirete,polarblomstermose,104405,NA,2021,Moser,Norge
Schistidium helveticum,bunkersblomstermose,104406,EN,2021,Moser,Norge
Schistidium lancifolium,vriblomstermose,104408,LC,2021,Moser,Norge
Schistidium maritimum,saltblomstermose,104409,LC,2021,Moser,Norge
Schistidium papillosum,rødblomstermose,104412,LC,2021,Moser,Norge
Schistidium platyphyllum,strykblomstermose,104413,LC,2021,Moser,Norge
Schistidium poeltii,jotunblomstermose,104416,VU,2021,Moser,Norge
Schistidium pruinosum,solblomstermose,104417,LC,2021,Moser,Norge
Schistidium pulchrum,glansblomstermose,104418,LC,2021,Moser,Norge
Schistidium recurvum,kantblomstermose,104419,LC,2021,Moser,Norge
Schistidium rivulare,bekkeblomstermose,104420,LC,2021,Moser,Norge
Schistidium robustum,kalkblomstermose,104421,LC,2021,Moser,Norge
Schistidium scandicum,dalblomstermose,104422,LC,2021,Moser,Norge
Schistidium sibiricum,,213218,VU,2021,Moser,Norge
Schistidium sordidum,skeiblomstermose,104423,NT,2021,Moser,Norge
Schistidium strictum,kystblomstermose,104424,LC,2021,Moser,Norge
Schistidium subflaccidum,,213225,VU,2021,Moser,Norge
Schistidium subjulaceum,sildreblomstermose,104425,LC,2021,Moser,Norge
Schistidium submuticum,rekkeblomstermose,104426,VU,2021,Moser,Norge
Schistidium submuticum subsp. arcticum,rabbeblomstermose,104427,VU,2021,Moser,Norge
Schistidium submuticum subsp. submuticum,,104428,VU,2021,Moser,Norge
Schistidium tenerum,trådblomstermose,104429,NT,2021,Moser,Norge
Schistidium trichodon,bekblomstermose,104430,LC,2021,Moser,Norge
Schistidium umbrosum,klippeblomstermose,104431,LC,2021,Moser,Norge
Schistidium venetum,fjellblomstermose,104432,LC,2021,Moser,Norge
Schistochilopsis grandiretis,blodflik,213652,LC,2021,Moser,Norge
Schistochilopsis hyperarctica,isflik,190680,CR,2021,Moser,Norge
Schistochilopsis incisa,lurvflik,213653,LC,2021,Moser,Norge
Schistochilopsis opacifolia,blåflik,213654,LC,2021,Moser,Norge
Schistoglossa aubei,,11827,LC,2021,Biller,Norge
Schistoglossa curtipennis,,11829,LC,2021,Biller,Norge
Schistoglossa gemina,,11831,LC,2021,Biller,Norge
Schistoglossa viduata,,11833,LC,2021,Biller,Norge
Schistomeringos rudolphi,,137809,LC,2021,Leddormer,Norge
Schistomysis ornata,,48639,LC,2021,Krepsdyr,Norge
Schistomysis spiritus,,48640,LC,2021,Krepsdyr,Norge
Schistostega pennata,lysmose,104303,LC,2021,Moser,Norge
Schisturella pulchra,,2064,LC,2021,Krepsdyr,Norge
Schizanthus pinnatus,hagesplittblom,103745,NA,2021,Karplanter,Norge
Schizohelea leucopeza,,20090,NE,2021,Tovinger,Norge
Schizonella melanogramma,,123840,LC,2021,Sopper,Norge
Schizophyllum commune,kløyvsopp,55140,LC,2021,Sopper,Norge
Schizothecium fimicola,,81278,NE,2021,Sopper,Norge
Schizothecium tetrasporum,,81286,NE,2021,Sopper,Norge
Schizothecium vesticola,,81287,NE,2021,Sopper,Norge
Schizothyrioma ptarmicae,,67437,NE,2021,Sopper,Norge
Schizotrema quercicola,,204754,EN,2021,Laver,Norge
Schizotus pectinicornis,,9662,LC,2021,Biller,Norge
Schizoxylon albescens,,145148,NE,2021,Laver,Norge
Schljakovia kunzeana,myrskjeggmose,213593,LC,2021,Moser,Norge
Schljakovianthus quadrilobus,kloskjeggmose,213594,LC,2021,Moser,Norge
Schmitzia hiscockiana,,106727,NA,2021,Alger,Norge
Schmitzia neapolitana,,106728,NA,2021,Alger,Norge
Schoenobius gigantella,kjempesivmott,46356,VU,2021,Sommerfugler,Norge
Schoenomyza litorella,,26517,NE,2021,Tovinger,Norge
Schoenoplectus lacustris,sjøsivaks,99789,LC,2021,Karplanter,Norge
Schoenoplectus tabernaemontani,pollsivaks,99790,LC,2021,Karplanter,Norge
Schoenus ferrugineus,brunskjene,99792,VU,2021,Karplanter,Norge
Schoenus nigricans,svartskjene,99793,RE,2021,Karplanter,Norge
Schoettella ununguiculata,,15056,LC,2010,Spretthaler,Norge
Schrankia costaestrigalis,streknebbfly,47176,LC,2021,Sommerfugler,Norge
Schreckensteinia festaliella,lansettmøll,46106,LC,2021,Sommerfugler,Norge
Schwenckfeldina tridentata,,18394,NE,2021,Tovinger,Norge
Sciaphilus asperatus,heggsnutebille,8940,LC,2021,Biller,Norge
Sciapus basilicus,,22184,EN,2021,Tovinger,Norge
Sciapus longulus,,22188,LC,2021,Tovinger,Norge
Sciapus platypterus,,22191,LC,2021,Tovinger,Norge
Sciapus wiedemanni,,22193,LC,2021,Tovinger,Norge
Sciara flavimana,,18396,NE,2021,Tovinger,Norge
Sciara hemerobioides,,18398,NE,2021,Tovinger,Norge
Sciara humeralis,,18399,NE,2021,Tovinger,Norge
Sciara ruficauda,,18402,NE,2021,Tovinger,Norge
Sciarosoma borealis,,19355,VU,2021,Tovinger,Norge
Scilla bifolia,tyrkerblåstjerne,99457,NA,2021,Karplanter,Norge
Scilla forbesii,snøstjerne,99458,NA,2021,Karplanter,Norge
Scilla luciliae,stor snøstjerne,99459,NA,2021,Karplanter,Norge
Scilla sardensis,dvergsnøstjerne,99460,NA,2021,Karplanter,Norge
Scina borealis,,2314,LC,2021,Krepsdyr,Norge
Scinaia furcellata,,106812,NA,2021,Alger,Norge
Sciocoris cursitans,tørrmarktege,110661,VU,2021,Nebbmunner,Norge
Sciocoris microphthalmus,rasmarktege,110664,LC,2021,Nebbmunner,Norge
Sciocoris umbrinus,engmarktege,110665,LC,2021,Nebbmunner,Norge
Sciodrepoides fumatus,,11146,LC,2021,Biller,Norge
Sciodrepoides watsoni,,11147,LC,2021,Biller,Norge
Sciomyza simplex,,23972,LC,2021,Tovinger,Norge
Sciophila acuta,,213490,EN,2021,Tovinger,Norge
Sciophila adamsi,,19138,LC,2021,Tovinger,Norge
Sciophila antiqua,,19139,NT,2021,Tovinger,Norge
Sciophila balderi,,19140,NT,2021,Tovinger,Norge
Sciophila bicuspidata,,19142,VU,2021,Tovinger,Norge
Sciophila buxtoni,,19143,LC,2021,Tovinger,Norge
Sciophila cliftoni,,211885,LC,2021,Tovinger,Norge
Sciophila cornuta,,213378,EN,2021,Tovinger,Norge
Sciophila distincta,,19144,NA,2021,Tovinger,Norge
Sciophila exserta,,19146,NA,2021,Tovinger,Norge
Sciophila fenestella,,19147,LC,2021,Tovinger,Norge
Sciophila fridolini,,19148,LC,2021,Tovinger,Norge
Sciophila geniculata,,19150,LC,2021,Tovinger,Norge
Sciophila hirta,,19151,LC,2021,Tovinger,Norge
Sciophila interrupta,,19152,LC,2021,Tovinger,Norge
Sciophila karelica,,19154,VU,2021,Tovinger,Norge
Sciophila krysheni,,19155,LC,2021,Tovinger,Norge
Sciophila limbatella,,19156,LC,2021,Tovinger,Norge
Sciophila lutea,,19157,LC,2021,Tovinger,Norge
Sciophila minuta,,19158,EN,2021,Tovinger,Norge
Sciophila modesta,,19159,LC,2021,Tovinger,Norge
Sciophila nigronitida,,19160,LC,2021,Tovinger,Norge
Sciophila nonnisilva,,19161,LC,2021,Tovinger,Norge
Sciophila plurisetosa,,19165,LC,2021,Tovinger,Norge
Sciophila pomacea,,120029,LC,2021,Tovinger,Norge
Sciophila rufa,,19167,LC,2021,Tovinger,Norge
Sciophila salassea,,19168,LC,2021,Tovinger,Norge
Sciophila spinifera,,19171,LC,2021,Tovinger,Norge
Sciophila subbicuspidata,,19172,LC,2021,Tovinger,Norge
Sciophila thoracica,,19173,LC,2021,Tovinger,Norge
Sciophila varia,,19174,LC,2021,Tovinger,Norge
Sciophila yakutica,,19153,LC,2021,Tovinger,Norge
Sciophila zaitzevi,,169427,VU,2021,Tovinger,Norge
Sciota hostilis,ospesmalmott,46219,LC,2021,Sommerfugler,Norge
Scirpus radicans,buesivaks,99795,LC,2021,Karplanter,Norge
Scirpus sylvaticus,skogsivaks,99796,LC,2021,Karplanter,Norge
Scirtes hemisphaericus,,10553,LC,2021,Biller,Norge
Sciuro-hypnum curtum,,204250,LC,2021,Moser,Norge
Sciuro-hypnum dovrense,skeilundmose,170432,EN,2021,Moser,Norge
Sciuro-hypnum flotowianum,agnelundmose,104588,DD,2021,Moser,Norge
Sciuro-hypnum glaciale,snølundmose,104589,VU,2021,Moser,Norge
Sciuro-hypnum latifolium,ørelundmose,104590,NT,2021,Moser,Norge
Sciuro-hypnum oedipodium,bregnelundmose,104591,LC,2021,Moser,Norge
Sciuro-hypnum plumosum,bekkelundmose,104592,LC,2021,Moser,Norge
Sciuro-hypnum populeum,ospelundmose,104593,LC,2021,Moser,Norge
Sciuro-hypnum reflexum,sprikelundmose,104594,LC,2021,Moser,Norge
Sciuro-hypnum starkei,strølundmose,104595,LC,2021,Moser,Norge
Sciuro-hypnum tromsoeense,glattlundmose,104596,LC,2021,Moser,Norge
Sciurus vulgaris,ekorn,47899,LC,2021,Pattedyr,Norge
Scleranthus annuus,ettårsknavel,101547,LC,2021,Karplanter,Norge
Scleranthus annuus subsp. annuus,ugrasknavel,101548,NA,2021,Karplanter,Norge
Scleranthus annuus subsp. polycarpos,bakkeknavel,101549,LC,2021,Karplanter,Norge
Scleranthus perennis,flerårsknavel,101550,LC,2021,Karplanter,Norge
Sclerencoelia fascicularis,ospelærskål,187012,LC,2021,Sopper,Norge
Sclerencoelia pruinosa,,187011,NE,2021,Sopper,Norge
Sclerochilus contortus,,50041,NE,2021,Krepsdyr,Norge
Sclerochilus makeoeyanensis,,50042,NE,2021,Krepsdyr,Norge
Sclerochilus rudjakovi,,50043,NE,2021,Krepsdyr,Norge
Sclerococcum homoclinellum,,204742,NE,2021,Sopper,Norge
Sclerococcum parasiticum,,186965,NE,2021,Sopper,Norge
Sclerocrangon boreas,ishavsreke,16517,LC,2021,Krepsdyr,Norge
Sclerocrangon ferox,piggishavsreke,16518,LC,2021,Krepsdyr,Norge
Scleroderma areolatum,liten mørkprikket potetrøyksopp,56159,LC,2021,Sopper,Norge
Scleroderma bovista,glatt potetrøyksopp,56160,LC,2021,Sopper,Norge
Scleroderma cepa,rødbrun potetrøyksopp,56161,NE,2021,Sopper,Norge
Scleroderma citrinum,gul potetrøyksopp,56162,LC,2021,Sopper,Norge
Scleroderma verrucosum,stor mørkprikket potetrøyksopp,56164,LC,2021,Sopper,Norge
Sclerogaster compactus,,56438,EN,2021,Sopper,Norge
Sclerogaster hysterangioides,,136676,EN,2021,Sopper,Norge
Sclerolinum brattstromi,,153024,LC,2021,Leddormer,Norge
Sclerolinum contortum,,153025,VU,2021,Leddormer,Norge
Scleromitrula spiraeicola,mjødurtknollsopp,129350,NE,2021,Sopper,Norge
Scleropauropus lyrifer,,48546,VU,2021,Mangefotinger,Norge
Sclerophora amabilis,praktdoggnål,76341,VU,2021,Laver,Norge
Sclerophora coniophaea,rustdoggnål,76342,NT,2021,Laver,Norge
Sclerophora farinacea,blådoggnål,76343,VU,2021,Laver,Norge
Sclerophora pallida,bleikdoggnål,76344,NT,2021,Laver,Norge
Sclerophora peronella,kystdoggnål,76345,NT,2021,Laver,Norge
Scleroprocta sororcula,,20560,NE,2021,Tovinger,Norge
Scleroracus decumanus,,111335,LC,2021,Nebbmunner,Norge
Scleroracus russeolus,,111339,LC,2021,Nebbmunner,Norge
Scleroracus transversus,,111341,VU,2021,Nebbmunner,Norge
Sclerotinia borealis,stor gressknollsopp,68051,LC,2021,Sopper,Norge
Sclerotinia candolleana,eikebladbeger,68052,NE,2021,Sopper,Norge
Sclerotinia sclerotiorum,storknollet råtesopp,68056,LC,2021,Sopper,Norge
Sclerotinia trifoliorum,kløverråtesopp,68058,LC,2021,Sopper,Norge
Scolanthus callimorphus,,5239,NE,2021,Koralldyr,Norge
Scolanthus nidarosiensis,,214999,DD,2021,Koralldyr,Norge
Scolelepis (Parascolelepis) foliosa,,153056,LC,2021,Leddormer,Norge
Scolelepis (Parascolelepis) korsuni,,153059,LC,2021,Leddormer,Norge
Scolelepis (Scolelepis) finmarchicus,,153058,LC,2021,Leddormer,Norge
Scolelepis (Scolelepis) squamata,,153061,LC,2021,Leddormer,Norge
Scoletoma fragilis,,127587,LC,2021,Leddormer,Norge
Scoletoma impatiens,,127588,NE,2021,Leddormer,Norge
Scoletoma magnidentata,,127589,LC,2021,Leddormer,Norge
Scolia hirta,dolkveps,119118,EN,2021,Vepser,Norge
Scoliciosporum chlorococcum,,70483,LC,2021,Laver,Norge
Scoliciosporum curvatum,,70484,LC,2021,Laver,Norge
Scoliciosporum gallurae,,70485,NE,2021,Laver,Norge
Scoliciosporum intrusum,,145149,NE,2021,Laver,Svalbard
Scoliciosporum intrusum,,145149,LC,2021,Laver,Norge
Scoliciosporum ophiosporum,,70486,NE,2021,Laver,Norge
Scoliciosporum sarothamni,,70490,LC,2021,Laver,Norge
Scoliciosporum umbrinum,,70492,LC,2021,Laver,Norge
Scoliocentra (Chaetomus) flavotestacea,,24940,NE,2021,Tovinger,Norge
Scoliocentra (Leriola) brachypterna,,24942,NE,2021,Tovinger,Norge
Scoliocentra (Leriola) nigrinervis,,24943,NE,2021,Tovinger,Norge
Scoliocentra (Scoliocentra) amplicornis,,24945,NE,2021,Tovinger,Norge
Scoliocentra (Scoliocentra) scutellaris,,24946,NE,2021,Tovinger,Norge
Scoliocentra (Scoliocentra) villosa,,24947,NE,2021,Tovinger,Norge
Scolioneura betuleti,,112569,LC,2021,Vepser,Norge
Scolioneura vicina,,112570,LC,2021,Vepser,Norge
Scoliopteryx libatrix,flikfly,47209,LC,2021,Sommerfugler,Norge
Scolitantides orion,klippeblåvinge,46568,CR,2021,Sommerfugler,Norge
Scolopax rusticola,rugde,3788,LC,2021,Fugler,Norge
Scolopendrellopsis subnuda,,48515,LC,2021,Mangefotinger,Norge
Scoloplos acutus,,153173,NE,2021,Leddormer,Norge
