scientificName,vernacularName,taxonId,redListCategory,assessmentYear,speciesGroup,assessmentArea
Byturus ochraceus,,7404,LC,2021,Biller,Norge
Byturus tomentosus,bringebærbille,7405,LC,2021,Biller,Norge
Cabera exanthemata,gul sankthansmåler,47042,LC,2021,Sommerfugler,Norge
Cabera pusaria,hvit sankthansmåler,47041,LC,2021,Sommerfugler,Norge
Cacopsylla (Cacopsylla) mali,eplesuger,111585,LC,2021,Nebbmunner,Norge
Cacopsylla (Cacopsylla) peregrina,,111587,LC,2021,Nebbmunner,Norge
Cacopsylla (Cacopsylla) sorbi,rognesuger,111586,LC,2021,Nebbmunner,Norge
Cacopsylla (Cacopsylla) ulmi,parkalmsuger,111588,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) ambigua,,111606,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) brunneipennis,,111609,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) corcontum,,111600,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) elegantula,,111612,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) ledi,finnmarksporssuger,111603,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) moscovita,,111610,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) myrtilli,blåbærsuger,111604,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) nigrita,,111607,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) palmeni,,111615,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) parvipennis,,111613,DD,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) propinqua,,111611,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) pulchra,,111608,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) pyri,pæresuger,111598,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) pyricola,,111599,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) rhododendri,rododendronsuger,111605,NA,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) visci,mistelteinsuger,111616,DD,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) zaicevi,,111614,LC,2021,Nebbmunner,Norge
Cacopsylla (Hepatopsylla) zetterstedti,rødbrun tindvedsuger,111602,LC,2021,Nebbmunner,Norge
Cacopsylla (Thamnopsylla) affinis,,111593,VU,2021,Nebbmunner,Norge
Cacopsylla (Thamnopsylla) crataegi,hagtornsuger,111594,DD,2021,Nebbmunner,Norge
Cacopsylla (Thamnopsylla) melanoneura,,111592,LC,2021,Nebbmunner,Norge
Cacopsylla (Thamnopsylla) pruni,plommesuger,111596,LC,2021,Nebbmunner,Norge
Cacopsylla (Thamnopsylla) pyrisuga,,111590,LC,2021,Nebbmunner,Norge
Cacopsylla (Thamnopsylla) rhamnicola,geitvedblomstsuger,111591,VU,2021,Nebbmunner,Norge
Cacopsylla picta,,214847,LC,2021,Nebbmunner,Norge
Cacotemnus rufipes,,6259,LC,2021,Biller,Norge
Cacotemnus thomsoni,,6260,LC,2021,Biller,Norge
Cacoxenus (Paracacoxenus) argyreator,,25210,LC,2021,Tovinger,Norge
Cadlina glabra,,108594,NE,2021,Bløtdyr,Norge
Cadlina laevis,,108593,LC,2021,Bløtdyr,Norge
Cadra cautella,daddelsmalmott,46285,NA,2021,Sommerfugler,Norge
Cadulus jeffreysi,,109499,LC,2021,Bløtdyr,Norge
Cadulus propinquus,,109500,LC,2021,Bløtdyr,Norge
Cadulus subfusiformis,,143941,LC,2021,Bløtdyr,Norge
Cadurciella tritaeniata,,26951,NE,2021,Tovinger,Norge
Caecognathia abyssorum,,44365,LC,2021,Krepsdyr,Norge
Caecognathia bicolor,,44366,LC,2021,Krepsdyr,Norge
Caecognathia elongata,,44367,LC,2021,Krepsdyr,Norge
Caecognathia hirsuta,,44368,LC,2021,Krepsdyr,Norge
Caecognathia stygia,,44369,LC,2021,Krepsdyr,Norge
Caeconyx caeculus,,2027,LC,2021,Krepsdyr,Norge
Caecum glabrum,,109079,LC,2021,Bløtdyr,Norge
Caenis horaria,håret skjoldgjelledøgnflue,49499,LC,2021,Døgnfluer,Norge
Caenis lactea,sørlig slamdøgnflue,49498,NT,2021,Døgnfluer,Norge
Caenis luctuosa,damskjoldgjelledøgnflue,49500,LC,2021,Døgnfluer,Norge
Caenis rivulorum,liten slamdøgnflue,49501,LC,2021,Døgnfluer,Norge
Caenocara bovistae,,6288,LC,2021,Biller,Norge
Caenolyda reticulata,,111825,NT,2021,Vepser,Norge
Caenorhinus mannerheimii,,127682,LC,2021,Biller,Norge
Caenoscelis ferruginea,,7661,LC,2021,Biller,Norge
Caenoscelis sibirica,,7662,LC,2021,Biller,Norge
Caenoscelis subdeplanata,,7663,NA,2021,Biller,Norge
Caeoma epilobii-alpini,,123128,LC,2021,Sopper,Norge
Caeoma laricis,,123129,LC,2021,Sopper,Norge
Caeruleum heppii,,144992,NE,2021,Laver,Norge
Caesiodiscus populicola,,215845,VU,2021,Sopper,Norge
Cafius xantholoma,,12770,LC,2021,Biller,Norge
Cakile maritima,strandreddik,101132,LC,2021,Karplanter,Norge
Cakile maritima,strandreddik,101132,NA,2021,Karplanter,Svalbard
Cakile maritima subsp. baltica,østersjøreddik,101133,LC,2021,Karplanter,Norge
Cakile maritima subsp. integrifolia,nordsjøreddik,101134,LC,2021,Karplanter,Norge
Cakile maritima subsp. islandica,ishavsreddik,101135,LC,2021,Karplanter,Norge
Cakile maritima subsp. islandica,ishavsreddik,101135,NA,2021,Karplanter,Svalbard
Cakile maritima subsp. maritima,fjærereddik,101136,LC,2021,Karplanter,Norge
Calacanthia alpicola,fjellstrandtege,109682,NT,2021,Nebbmunner,Norge
Calamagrostis ×strigosa,elverørkvein,99963,NA,2021,Karplanter,Norge
Calamagrostis arundinacea,snerprørkvein,99951,LC,2021,Karplanter,Norge
Calamagrostis canescens,vassrørkvein,99952,LC,2021,Karplanter,Norge
Calamagrostis chalybaea,nordlandsrørkvein,99953,LC,2021,Karplanter,Norge
Calamagrostis epigejos,bergrørkvein,99954,LC,2021,Karplanter,Norge
Calamagrostis lapponica,finnmarksrørkvein,99955,LC,2021,Karplanter,Norge
Calamagrostis lapponica subsp. lapponica,rabberørkvein,99956,LC,2021,Karplanter,Norge
Calamagrostis lapponica subsp. sibirica,sibirrørkvein,99957,LC,2021,Karplanter,Norge
Calamagrostis neglecta,smårørkvein,99958,LC,2021,Karplanter,Norge
Calamagrostis neglecta,smårørkvein,99958,LC,2021,Karplanter,Svalbard
Calamagrostis neglecta subsp. groenlandica,polarrørkvein,99959,LC,2021,Karplanter,Norge
Calamagrostis neglecta subsp. groenlandica,polarrørkvein,99959,LC,2021,Karplanter,Svalbard
Calamagrostis neglecta subsp. neglecta,bleikrørkvein,99960,LC,2021,Karplanter,Norge
Calamagrostis phragmitoides,skogrørkvein,99961,LC,2021,Karplanter,Norge
Calamagrostis purpurascens,stepperørkvein,99962,EN,2021,Karplanter,Svalbard
Calambus bipustulatus,eventyrsmeller,10270,EN,2021,Biller,Norge
Calameuta filiformis,,111706,LC,2021,Vepser,Norge
Calameuta pallipes,,111708,LC,2021,Vepser,Norge
Calamia tridens,grønt rotfly,47457,NA,2021,Sommerfugler,Norge
Calamistrum globuliferum,trådbregne,143450,EN,2021,Karplanter,Norge
Calamoncosis (Calamoncosis) duinensis,,24653,NE,2021,Tovinger,Norge
Calamotropha paludella,dunkjevlenebbmott,46311,NT,2021,Sommerfugler,Norge
Calandrinia ciliata,purpurlerkeurt,143451,NA,2021,Karplanter,Norge
Calanus finmarchicus,raudåte,4684,LC,2021,Krepsdyr,Norge
Calanus glacialis,,4685,LC,2021,Krepsdyr,Norge
Calanus helgolandicus,,4686,LC,2021,Krepsdyr,Norge
Calanus hyperboreus,,4687,LC,2021,Krepsdyr,Norge
Calathura brachiata,,44178,LC,2021,Krepsdyr,Norge
Calathus ambiguus,,5600,LC,2021,Biller,Norge
Calathus erratus,,5602,LC,2021,Biller,Norge
Calathus fuscipes,,5603,LC,2021,Biller,Norge
Calathus melanocephalus,,5604,LC,2021,Biller,Norge
Calathus micropterus,,5605,LC,2021,Biller,Norge
Calathus mollis,,5606,LC,2021,Biller,Norge
Calcarius lapponicus,lappspurv,4188,EN,2021,Fugler,Norge
Calceolaria integrifolia,hagetøffel,102263,NA,2021,Karplanter,Norge
Calceolaria scabiosifolia,ugrastøffel,145674,NA,2021,Karplanter,Norge
Calendula arvensis,åkerringblom,127921,NA,2021,Karplanter,Norge
Calendula officinalis,ringblom,100461,NA,2021,Karplanter,Norge
Caliadurgus fasciatellus,smalveiveps,119307,NT,2021,Vepser,Norge
Caliciopsis calicioides,,66409,VU,2021,Sopper,Norge
Calicium abietinum,skjørnål,68684,CR,2021,Laver,Norge
Calicium adspersum,breinål,68686,VU,2021,Laver,Norge
Calicium corynellum,klippenål,68692,NE,2021,Laver,Norge
Calicium denigratum,blanknål,68694,NT,2021,Laver,Norge
Calicium glaucellum,hvitringnål,68696,LC,2021,Laver,Norge
Calicium lenticulare,fossenål,68699,EN,2021,Laver,Norge
Calicium parvum,svartprikknål,68705,LC,2021,Laver,Norge
Calicium pinastri,,68706,NE,2021,Laver,Norge
Calicium pinicola,furusotbeger,187277,VU,2021,Laver,Norge
Calicium quercinum,eikenål,68708,CR,2021,Laver,Norge
Calicium salicinum,rødhodenål,68711,LC,2021,Laver,Norge
Calicium tigillare,vanlig sotbeger,85642,NT,2021,Laver,Norge
Calicium trabinellum,gullringnål,68715,LC,2021,Laver,Norge
Calicium viride,grønnsotnål,68722,LC,2021,Laver,Norge
Calidris alba,sandløper,3731,VU°,2021,Fugler,Svalbard
Calidris alpina,myrsnipe,3732,LC,2021,Fugler,Norge
Calidris alpina,myrsnipe,3732,NT°,2021,Fugler,Svalbard
Calidris canutus,polarsnipe,3738,VU°,2021,Fugler,Svalbard
Calidris falcinellus,fjellmyrløper,156990,NT,2021,Fugler,Norge
Calidris maritima,fjæreplytt,3745,LC,2021,Fugler,Norge
Calidris maritima,fjæreplytt,3745,LC,2021,Fugler,Svalbard
Calidris minuta,dvergsnipe,3748,LC°,2021,Fugler,Norge
Calidris pugnax,brushane,156989,VU,2021,Fugler,Norge
Calidris temminckii,temmincksnipe,3751,LC,2021,Fugler,Norge
Caliroa annulipes,,112400,LC,2021,Vepser,Norge
Caliroa cerasi,frukttrebladveps,112401,LC,2021,Vepser,Norge
Caliroa cinxia,,112402,NE,2021,Vepser,Norge
Caliroa cothurnata,,136302,NE,2021,Vepser,Norge
Caliroa tremulae,,112403,NT,2021,Vepser,Norge
Caliroa varipes,,136304,NE,2021,Vepser,Norge
Calitys scabra,furugnagbille,7371,VU,2021,Biller,Norge
Calla palustris,myrkongle,99315,LC,2021,Karplanter,Norge
Callaspidia defonscolombei,,132827,DD,2021,Vepser,Norge
Callianassa subterranea,,16532,LC,2021,Krepsdyr,Norge
Callicera aenea,lys messingblomsterflue,22732,EN,2021,Tovinger,Norge
Callicera aurata,mørk messingblomsterflue,22733,VU,2021,Tovinger,Norge
Callicerus obscurus,,11765,LC,2021,Biller,Norge
Callicladium haldanianum,morknemose,104656,VU,2021,Moser,Norge
Callicladium imponens,rødstilkflette,214329,LC,2021,Moser,Norge
Callicorixa praeusta,buktflekkbuksvømmer,109562,LC,2021,Nebbmunner,Norge
Callicorixa producta,duskflekkbuksvømmer,109563,LC,2021,Nebbmunner,Norge
Callicorixa wollastoni,pilflekkbuksvømmer,109564,LC,2021,Nebbmunner,Norge
Callidium aeneum,,6416,NT,2021,Biller,Norge
Callidium coriaceum,,6417,NT,2021,Biller,Norge
Callidium violaceum,blåbukk,6418,LC,2021,Biller,Norge
Calliergon cordifolium,pjusktjernmose,104599,LC,2021,Moser,Norge
Calliergon giganteum,stauttjernmose,104600,LC,2021,Moser,Norge
Calliergon megalophyllum,kjempetjernmose,104601,VU,2021,Moser,Norge
Calliergon richardsonii,sumptjernmose,104602,LC,2021,Moser,Norge
Calliergonella cuspidata,sumpbroddmose,104658,LC,2021,Moser,Norge
Calliergonella lindbergii,engbroddmose,104659,LC,2021,Moser,Norge
Callilepis nocturna,maurjeger,2578,LC,2021,Edderkoppdyr,Norge
Callimorpha dominula,glansspinner,47288,NA,2021,Sommerfugler,Norge
Calliobdella mammillata,,4935,LC,2021,Leddormer,Norge
Callionymus lyra,vanlig fløyfisk,43137,LC,2021,Fisker,Norge
Callionymus maculatus,flekket fløyfisk,43138,LC,2021,Fisker,Norge
Callionymus reticulatus,liten fløyfisk,43139,LC,2021,Fisker,Norge
Calliopaea bellula,,121516,LC,2021,Bløtdyr,Norge
Calliopius laeviusculus,,1751,LC,2021,Krepsdyr,Norge
Calliopius rathkei,,1752,NE,2021,Krepsdyr,Norge
Calliopum aeneum,,23329,LC,2021,Tovinger,Norge
Calliopum elisae,,23330,LC,2021,Tovinger,Norge
Calliopum simillimum,,23332,LC,2021,Tovinger,Norge
Calliostoma occidentale,perlemorkjeglesnegl,108908,LC,2021,Bløtdyr,Norge
Calliostoma zizyphinum,storkjeglesnegl,125889,LC,2021,Bløtdyr,Norge
Calliphora genarum,,26627,LC,2021,Tovinger,Norge
Calliphora loewi,,26628,LC,2021,Tovinger,Norge
Calliphora stelviana,,26629,LC,2021,Tovinger,Norge
Calliphora subalpina,,26630,LC,2021,Tovinger,Norge
Calliphora uralensis,tørrfiskspyflue,26631,LC,2021,Tovinger,Norge
Calliphora vicina,rødkinnet spyflue,26632,LC,2021,Tovinger,Norge
Calliphora vomitoria,,26633,LC,2021,Tovinger,Norge
Callistephus chinensis,sommerasters,100463,NA,2021,Karplanter,Norge
Callisto coffeella,,44878,LC,2021,Sommerfugler,Norge
Callisto denticulella,,44877,LC,2021,Sommerfugler,Norge
Callisto insperatella,,44879,VU,2021,Sommerfugler,Norge
Callistocythere crispata,,50164,NE,2021,Krepsdyr,Norge
Callistosporium pinicola,,143822,DD,2021,Sopper,Norge
Calliteara abietis,granbørstespinner,47297,LC,2021,Sommerfugler,Norge
Calliteara pudibunda,bøkebørstespinner,132284,LC,2021,Sommerfugler,Norge
Callithamnion corymbosum,gaffelgreinet havpryd,106546,LC,2021,Alger,Norge
Callithamnion tetragonum,broddhavpryd,106547,LC,2021,Alger,Norge
Callitriche brutia,stilkvasshår,102488,EN,2021,Karplanter,Norge
Callitriche cophocarpa,sprikevasshår,102489,LC,2021,Karplanter,Norge
Callitriche hamulata,klovasshår,102490,LC,2021,Karplanter,Norge
Callitriche hermaphroditica,høstvasshår,102491,LC,2021,Karplanter,Norge
Callitriche palustris,småvasshår,102492,LC,2021,Karplanter,Norge
Callitriche platycarpa,mørkvasshår,155501,VU,2021,Karplanter,Norge
Callitriche stagnalis,dikevasshår,102493,LC,2021,Karplanter,Norge
Callochiton septemvalvis,flekkleddsnegl,51420,LC,2021,Bløtdyr,Norge
Callocolax neglectus,,106771,NE,2021,Alger,Norge
Callome multipartita,vifteglye,144994,EN,2021,Laver,Norge
Callomyia amoena,,22297,LC,2021,Tovinger,Norge
Callomyia dives,,22298,DD,2021,Tovinger,Norge
Callomyia elegans,,22299,LC,2021,Tovinger,Norge
Callomyia speciosa,,22300,LC,2021,Tovinger,Norge
Callophrys rubi,grønnstjertvinge,46594,LC,2021,Sommerfugler,Norge
Calloria neglecta,,67266,NE,2021,Sopper,Norge
Callosobruchus analis,,6908,NA,2021,Biller,Norge
Callosobruchus chinensis,,6909,NA,2021,Biller,Norge
Callosobruchus maculatus,,6910,NA,2021,Biller,Norge
Calluna vulgaris,røsslyng,101775,LC,2021,Karplanter,Norge
Calma glaucoides,,108824,LC,2021,Bløtdyr,Norge
Calobata petronella,,23563,LC,2021,Tovinger,Norge
Caloboletus calopus,besk rørsopp,204244,LC,2021,Sopper,Norge
Caloboletus radicans,,204245,NA,2021,Sopper,Norge
Calocarides coronatus,,16541,LC,2021,Krepsdyr,Norge
Calocaris macandreae,mudderkreps,16545,LC,2021,Krepsdyr,Norge
Calocera cornea,dverggaffel,58171,LC,2021,Sopper,Norge
Calocera furcata,grandverggaffel,58172,LC,2021,Sopper,Norge
Calocera glossoides,morkelgaffel,58173,NE,2021,Sopper,Norge
Calocera pallidospathulata,,58174,NE,2021,Sopper,Norge
Calocera viscosa,gullgaffel,58175,LC,2021,Sopper,Norge
Calocoenia paurosoma,,25335,NE,2021,Tovinger,Norge
Calocoris alpestris,,109821,LC,2021,Nebbmunner,Norge
Calocoris roseomaculatus,,109822,LC,2021,Nebbmunner,Norge
Calocybe gambosa,vårfagerhatt,54350,LC,2021,Sopper,Norge
Calodera aethiops,,12030,LC,2021,Biller,Norge
Calodera lapponica,,12031,LC,2021,Biller,Norge
Calodera nigrita,,12032,LC,2021,Biller,Norge
Calodera riparia,,12034,LC,2021,Biller,Norge
Calodromius spilotus,,5451,LC,2021,Biller,Norge
Calogaya arnoldii,,144995,LC,2021,Laver,Norge
Calogaya biatorina,praktoransjelav,144996,VU,2021,Laver,Norge
Calogaya decipiens,festningslav,144997,NE,2021,Laver,Svalbard
Calogaya decipiens,festningslav,144997,LC,2021,Laver,Norge
Calogaya pusilla,kirkelav,144998,VU,2021,Laver,Norge
Calomyxa metallica,,121611,NE,2021,Sopper,Norge
Calophasia lunula,torskemunnfly,47382,LC,2021,Sommerfugler,Norge
Caloplaca ahtii,,81425,NE,2021,Laver,Norge
Caloplaca alcarum,,81431,NE,2021,Laver,Norge
Caloplaca alcarum,,81431,LC,2021,Laver,Svalbard
Caloplaca aractina,,81442,LC,2021,Laver,Norge
Caloplaca atrocyanescens,,81450,NE,2021,Laver,Norge
Caloplaca atroflava,,81451,NE,2021,Laver,Norge
Caloplaca borealis,,81459,NE,2021,Laver,Norge
Caloplaca caesiorufella,,81468,NE,2021,Laver,Norge
Caloplaca caesiorufella,,81468,NE,2021,Laver,Svalbard
Caloplaca celata,,81481,NE,2021,Laver,Svalbard
Caloplaca cerina,gråkantet oransjelav,81483,LC,2021,Laver,Norge
Caloplaca cerina,gråkantet oransjelav,81483,LC,2021,Laver,Svalbard
Caloplaca chlorina,blågrå oransjelav,81488,LC,2021,Laver,Norge
Caloplaca coccinea,,81496,NE,2021,Laver,Svalbard
Caloplaca concilians,,81497,NE,2021,Laver,Norge
Caloplaca conciliascens,,81498,NE,2021,Laver,Norge
Caloplaca coronata,,81504,NE,2021,Laver,Norge
Caloplaca demissa,narreoransjelav,81515,VU,2021,Laver,Norge
Caloplaca diphyodes,,81518,NE,2021,Laver,Norge
Caloplaca dovrensis,,81524,NE,2021,Laver,Norge
Caloplaca epithallina,,81528,LC,2021,Laver,Norge
Caloplaca epithallina,,81528,NE,2021,Laver,Svalbard
Caloplaca erythrocarpa,,81531,NE,2021,Laver,Norge
Caloplaca exsecuta,,81535,NE,2021,Laver,Norge
Caloplaca exsecuta,,81535,NE,2021,Laver,Svalbard
Caloplaca fraudans,,81550,NE,2021,Laver,Norge
Caloplaca fraudans,,81550,NE,2021,Laver,Svalbard
Caloplaca fuscorufa,,81553,NE,2021,Laver,Norge
Caloplaca fuscorufa,,81553,LC,2021,Laver,Svalbard
Caloplaca grimmiae,,81561,LC,2021,Laver,Norge
Caloplaca leptocheila,,81588,NE,2021,Laver,Norge
Caloplaca livida,,81596,NE,2021,Laver,Norge
Caloplaca lucifuga,eikeoransjelav,81599,VU,2021,Laver,Norge
Caloplaca magni-filii,,81604,LC,2021,Laver,Norge
Caloplaca magni-filii,,81604,NE,2021,Laver,Svalbard
Caloplaca nivalis,,81616,LC,2021,Laver,Norge
